,0,1,2,3,4,5,6
349,HATS-35 b,1817,1.222 Jupiters,12.56,2016,1.8 days,< 0.306
350,HATS-36 b,2866,3.216 Jupiters,14.386,2018,4.2 days,0.11
351,HATS-37 A b,689,31.46517 Earths,12.266,2020,4.3 days,0.0
352,HATS-38 b,1134,23.51942 Earths,12.411,2020,4.4 days,0.0
353,HATS-39 b,2522,0.63 Jupiters,12.746,2018,4.6 days,< 0.275
354,HATS-3 b,1478,1.071 Jupiters,12.44,2013,3.5 days,0.0
355,HATS-40 b,4668,1.59 Jupiters,13.377,2018,3.3 days,< 0.312
356,HATS-41 b,2610,9.7 Jupiters,12.681,2018,4.2 days,0.38
357,HATS-42 b,3073,1.88 Jupiters,13.617,2018,2.3 days,< 0.229
358,HATS-43 b,1112,0.261 Jupiters,13.593,2018,4.4 days,0.17
359,HATS-44 b,1510,0.56 Jupiters,14.428,2018,2.7 days,< 0.279
360,HATS-45 b,2668,0.7 Jupiters,13.307,2018,4.2 days,< 0.24
361,HATS-46 b,1461,0.173 Jupiters,13.634,2018,4.7 days,< 0.559
362,HATS-47 b,984,0.369 Jupiters,14.829,2020,3.9 days,< 0.088
363,HATS-48 A b,866,0.243 Jupiters,14.35,2020,3.1 days,< 0.162
364,HATS-49 b,1059,0.353 Jupiters,14.998,2020,4.1 days,< 0.071
365,HATS-4 b,1370,1.323 Jupiters,13.459,2014,2.5 days,0.01
366,HATS-50 b,2339,0.39 Jupiters,14.033,2017,3.8 days,< 0.516
367,HATS-51 b,1559,0.768 Jupiters,12.471,2017,3.3 days,< 0.33
368,HATS-52 b,2058,2.24 Jupiters,13.669,2017,1.4 days,< 0.246
369,HATS-53 b,2000,0.595 Jupiters,13.79,2017,3.9 days,< 0.33
370,HATS-54 b,2508,0.76 Jupiters,13.913,2019,2.5 days,< 0.126
371,HATS-55 b,2034,0.921 Jupiters,13.47,2019,4.2 days,< 0.092
372,HATS-56 b,1883,0.602 Jupiters,11.578,2019,4.3 days,< 0.019
373,HATS-57 b,913,3.147 Jupiters,12.344,2019,2.4 days,< 0.028
374,HATS-58 A b,1605,1.03 Jupiters,11.552,2019,4.2 days,< 0.168
375,HATS-59 b,2136,0.806 Jupiters,13.951,2018,5.4 days,0.13
376,HATS-59 c,2136,12.7 Jupiters,13.951,2018,3.9 years,< 0.083
377,HATS-5 b,838,0.237 Jupiters,12.63,2014,4.8 days,0.02
378,HATS-60 b,1612,0.662 Jupiters,12.641,2018,3.6 days,0.19
379,HATS-61 b,2264,3.4 Jupiters,13.233,2018,7.8 days,0.09
380,HATS-62 b,1686,0.179 Jupiters,14.015,2018,3.3 days,0.3
381,HATS-63 b,2071,0.96 Jupiters,13.892,2018,3.1 days,0.14
382,HATS-64 b,3533,0.96 Jupiters,12.924,2018,4.9 days,0.15
383,HATS-65 b,1615,0.821 Jupiters,12.497,2018,3.1 days,0.06
384,HATS-66 b,5017,5.33 Jupiters,14.095,2018,3.1 days,0.06
385,HATS-67 b,3203,1.45 Jupiters,13.653,2018,1.6 days,0.06
386,HATS-68 b,2017,1.29 Jupiters,12.276,2018,3.6 days,0.04
387,HATS-69 b,1371,0.577 Jupiters,13.945,2018,2.2 days,0.52
388,HATS-6 b,484,0.319 Jupiters,15.16,2015,3.3 days,0.0
389,HATS-70 b,4263,12.9 Jupiters,12.574,2019,1.9 days,< 0.18
390,HATS-71 b,460,0.37 Jupiters,15.351,2020,3.8 days,0.0
391,HATS-72 b,416,39.85588 Earths,12.469,2020,7.3 days,< 0.013
392,HATS-7 b,838,38.1396 Earths,13.34,2015,3.2 days,< 0.17
393,HATS-8 b,2704,0.138 Jupiters,14.03,2015,3.6 days,< 0.376
394,HATS-9 b,2135,0.837 Jupiters,13.276,2015,1.9 days,< 0.075
395,HD 100546 b,359,752 Jupiters,6.704,2014,249.2 years,0.0
396,HD 100655 b,449,1.61 Jupiters,6.45,2011,157.6 days,0.09
397,HD 100777 b,162,1.03 Jupiters,8.418,2007,383.7 days,0.36
398,HD 10180 c,127,13.22173 Earths,7.321,2010,5.8 days,0.07
399,HD 10180 d,127,12.01397 Earths,7.321,2010,16.4 days,0.13
400,HD 10180 e,127,25.58532 Earths,7.321,2010,49.7 days,0.05
401,HD 10180 f,127,22.94733 Earths,7.321,2010,122.7 days,0.12
402,HD 10180 g,127,23.26516 Earths,7.321,2010,1.7 years,0.26
403,HD 10180 h,127,0.2066 Jupiters,7.321,2010,6 years,0.1
404,HD 101930 b,98,0.25 Jupiters,8.21,2005,70.5 days,0.11
405,HD 102117 b,129,0.17 Jupiters,7.47,2005,20.8 days,0.12
406,HD 102195 b,96,0.41 Jupiters,8.062,2006,4.1 days,0.0
407,HD 102272 b,1142,4.94 Jupiters,8.69,2008,127.6 days,0.05
408,HD 102329 b,712,8.16 Jupiters,8.04,2011,2.1 years,0.21
409,HD 102329 c,712,1.52 Jupiters,8.04,2018,3.1 years,0.21
410,HD 102365 b,30,16 Earths,4.91,2010,122.1 days,0.34
411,HD 102843 b,205,0.35837 Jupiters,9.268,2019,8.5 years,0.11
412,HD 102956 b,399,0.96 Jupiters,7.86,2010,6.5 days,0.04
413,HD 103197 b,187,28.6047 Earths,9.391,2009,47.8 days,0.0
414,HD 103720 b,136,0.62 Jupiters,9.49,2014,4.6 days,0.09
415,HD 103774 b,184,0.367 Jupiters,7.121,2013,5.9 days,0.09
416,HD 103949 b,87,11.2 Earths,8.69,2019,120.9 days,0.19
417,HD 104067 b,66,0.16 Jupiters,7.93,2009,55.8 days,0.0
418,HD 10442 b,443,1.487 Jupiters,7.84,2014,2.8 years,0.13
419,HD 104985 b,329,8.3 Jupiters,5.8,2003,199.5 days,0.09
420,HD 106252 b,125,6.93 Jupiters,7.408,2002,4.2 years,0.48
421,HD 106270 b,307,10.13 Jupiters,7.58,2011,5.2 years,0.19
422,HD 106315 b,356,12.6 Earths,8.951,2017,9.6 days,0.09
423,HD 106315 c,356,15.2 Earths,8.951,2017,21.1 days,0.22
424,HD 10647 b,57,0.94 Jupiters,5.52,2006,2.7 years,0.15
425,HD 106515 A b,111,9.61 Jupiters,7.972,2012,9.9 years,0.57
426,HD 106906 b,337,11 Jupiters,7.797,2013,13538.6 years,0.0
427,HD 10697 b,108,6.383 Jupiters,6.27,1999,2.9 years,0.1
428,HD 107148 b,161,0.21 Jupiters,8.015,2005,48.1 days,0.05
429,HD 108147 b,127,0.261 Jupiters,6.995,2002,10.9 days,0.53
430,HD 108341 b,161,3.5 Jupiters,9.36,2014,3.1 years,0.85
431,HD 108863 b,540,2.414 Jupiters,7.71,2011,437.7 days,0.03
432,HD 108874 b,194,1.42 Jupiters,8.738,2002,394.5 days,0.13
433,HD 108874 c,194,0.99 Jupiters,8.738,2005,4.4 years,0.24
434,HD 109246 b,222,0.86 Jupiters,8.77,2010,68.3 days,0.12
435,HD 109271 b,183,17.162 Earths,8.055,2013,7.9 days,0.25
436,HD 109271 c,183,24.154 Earths,8.055,2013,30.9 days,0.15
437,HD 109749 b,206,0.27 Jupiters,8.08,2005,5.2 days,0.0
438,HD 110014 b,329,11.09 Jupiters,4.66,2009,2.3 years,0.46
439,HD 111232 b,95,7.14 Jupiters,7.59,2003,3.1 years,0.2
440,HD 111591 b,374,4.4 Jupiters,6.427,2017,2.9 years,0.26
441,HD 111998 b,108,4.51 Jupiters,6.11,2016,2.3 years,0.03
442,HD 113337 b,118,2.83 Jupiters,6.008,2013,324 days,0.46
443,HD 113538 b,52,0.36 Jupiters,9.057,2010,1.8 years,0.14
444,HD 113538 c,52,0.93 Jupiters,9.057,2010,5 years,0.2
445,HD 113996 b,380,6.3 Jupiters,4.82,2017,1.7 years,0.28
446,HD 114386 b,91,1.14 Jupiters,8.73,2003,2.6 years,0.23
447,HD 114613 b,66,0.357 Jupiters,4.85,2014,11 years,0.46
448,HD 114729 b,123,0.825 Jupiters,6.687,2002,3.1 years,0.08
449,HD 114762 b,131,10.69 Jupiters,7.301,1989,83.9 days,0.34
450,HD 114783 b,67,1.1 Jupiters,7.55,2001,493.7 days,0.14
451,HD 114783 c,67,0.611 Jupiters,7.55,2018,11.8 years,0.0
452,HD 11506 b,167,4.83 Jupiters,7.51,2007,4.4 years,0.37
453,HD 11506 c,167,0.408 Jupiters,7.51,2008,223.4 days,0.19
454,HD 116029 b,403,1.4 Jupiters,8.04,2011,1.8 years,0.0
455,HD 116029 c,403,1.27 Jupiters,8.04,2018,2.5 years,0.04
456,HD 117207 b,106,1.926 Jupiters,7.24,2004,7.2 years,0.16
457,HD 11755 b,772,5.63 Jupiters,6.87,2015,433.7 days,0.19
458,HD 117618 b,123,0.174 Jupiters,7.169,2004,25.8 days,0.15
459,HD 118203 b,302,2.79 Jupiters,8.05,2005,6.1 days,0.31
460,HD 11964 b,110,0.622 Jupiters,6.42,2005,5.3 years,0.04
461,HD 11964 c,110,25 Earths,6.42,2008,37.9 days,0.3
462,HD 11977 b,222,6.54 Jupiters,4.69,2005,1.9 years,0.4
463,HD 120084 b,337,4.5 Jupiters,5.899,2013,5.7 years,0.66
464,HD 121504 b,136,1.51 Jupiters,7.517,2003,63.3 days,0.03
465,HD 12484 b,167,2.98 Jupiters,8.17,2016,58.8 days,0.07
466,HD 125390 b,503,22.16 Jupiters,8.206,2019,4.8 years,0.59
467,HD 125595 b,92,6.3566 Earths,9.03,2009,9.7 days,0.0
468,HD 125612 b,188,3.1 Jupiters,8.31,2007,1.5 years,0.46
469,HD 125612 c,188,17.48065 Earths,8.31,2009,4.2 days,0.05
470,HD 125612 d,188,7.28 Jupiters,8.31,2009,7.8 years,0.12
471,HD 12648 b,597,1.96 Jupiters,6.98,2015,133.6 days,0.04
472,HD 126525 b,123,0.237 Jupiters,7.847,2018,2.6 years,0.04
473,HD 126614 b,239,0.41 Jupiters,8.788,2009,3.4 years,0.41
474,HD 12661 b,124,2.43 Jupiters,7.425,2000,262.7 days,0.38
475,HD 12661 c,124,1.812 Jupiters,7.425,2002,4.7 years,0.03
476,HD 128311 b,54,1.769 Jupiters,7.51,2002,453 days,0.3
477,HD 128311 c,54,3.789 Jupiters,7.51,2005,2.5 years,0.16
478,HD 128356 b,85,0.89 Jupiters,8.29,2016,298.2 days,0.57
479,HD 129445 b,220,1.6 Jupiters,8.8,2009,5 years,0.7
480,HD 130322 b,104,1.15 Jupiters,8.031,1999,10.7 days,0.03
481,HD 131496 b,432,1.8 Jupiters,7.8,2011,2.5 years,0.18
482,HD 131664 b,173,19.12 Jupiters,8.128,2008,5.3 years,0.64
483,HD 13167 b,488,3.31 Jupiters,8.34,2018,7.2 years,0.56
484,HD 13189 b,1646,10.95 Jupiters,7.556,2005,471.6 days,0.27
485,HD 132406 b,231,5.38 Jupiters,8.467,2007,2.7 years,0.34
486,HD 132563 b,344,1.49 Jupiters,8.928,2011,4.2 years,0.22
487,HD 133131 A b,153,1.42 Jupiters,8.4,2016,1.8 years,0.33
488,HD 133131 A c,153,0.42 Jupiters,8.4,2016,9.8 years,0.49
489,HD 133131 B b,153,2.5 Jupiters,8.42,2016,15.8 years,0.61
490,HD 134060 b,79,10.1 Earths,6.29,2019,3.3 days,0.45
491,HD 134060 c,79,29.29 Earths,6.29,2019,3.5 years,0.11
492,HD 134987 b,85,1.61 Jupiters,6.45,1999,258.2 days,0.23
493,HD 134987 c,85,0.82 Jupiters,6.45,2009,13.7 years,0.12
494,HD 136352 b,48,4.81 Earths,5.65,2019,11.6 days,0.14
495,HD 136352 c,48,10.8 Earths,5.65,2019,27.6 days,0.04
496,HD 136352 d,48,8.58 Earths,5.65,2019,107.6 days,0.09
497,HD 136418 b,344,2.14 Jupiters,7.879,2009,464.3 days,0.25
498,HD 13724 b,142,26.77 Jupiters,7.89,2019,40.4 years,0.34
499,HD 137388 b,132,0.2 Jupiters,8.696,2011,330 days,0.36
500,HD 13908 b,260,0.865 Jupiters,7.508,2013,19.4 days,0.02
501,HD 13908 c,260,5.13 Jupiters,7.508,2013,2.6 years,0.12
502,HD 13931 b,155,2.2 Jupiters,7.597,2009,11.6 years,0.02
503,HD 139357 b,367,9.76 Jupiters,5.964,2008,3.1 years,0.1
504,HD 1397 b,260,0.415 Jupiters,7.781,2018,11.5 days,0.25
505,HD 14067 b,465,7.8 Jupiters,6.53,2014,4 years,0.53
506,HD 141399 b,118,0.451 Jupiters,7.2,2014,94.4 days,0.04
507,HD 141399 c,118,1.33 Jupiters,7.2,2014,202 days,0.05
508,HD 141399 d,118,1.18 Jupiters,7.2,2014,2.9 years,0.07
509,HD 141399 e,118,0.66 Jupiters,7.2,2014,13.7 years,0.26
510,HD 141937 b,109,9.69 Jupiters,7.25,2002,1.8 years,0.41
511,HD 142022 A b,112,4.44 Jupiters,7.7,2005,5.3 years,0.53
512,HD 142245 b,318,3.07 Jupiters,7.63,2011,3.6 years,0.0
513,HD 142415 b,116,1.67 Jupiters,7.327,2003,386.3 days,0.5
514,HD 142 b,85,1.25 Jupiters,5.7,2001,349.7 days,0.17
515,HD 142 c,85,5.3 Jupiters,5.7,2012,16.5 years,0.21
516,HD 143105 b,159,1.21 Jupiters,6.75,2016,2.2 days,< 0.07
517,HD 143361 b,224,3.532 Jupiters,9.2,2008,2.8 years,0.2
518,HD 145377 b,175,6.02 Jupiters,8.095,2008,104 days,0.31
519,HD 145457 b,443,2.23 Jupiters,6.566,2010,176.3 days,0.11
520,HD 145934 b,748,2.28 Jupiters,8.5,2015,7.5 years,0.05
521,HD 1461 b,77,6.44 Earths,6.47,2010,5.8 days,< 0.172
522,HD 1461 c,77,5.59 Earths,6.47,2015,13.5 days,< 0.305
523,HD 147018 b,140,2.12 Jupiters,8.3,2009,44.2 days,0.47
524,HD 147018 c,140,6.56 Jupiters,8.3,2009,2.8 years,0.13
525,HD 147379 b,35,28.55 Earths,8.896,2017,86.8 days,0.07
526,HD 147513 b,42,1.21 Jupiters,5.39,2003,1.4 years,0.26
527,HD 147873 b,357,5.14 Jupiters,7.96,2016,116.6 days,0.21
528,HD 147873 c,357,2.3 Jupiters,7.96,2016,491.5 days,0.23
529,HD 14787 b,390,1.121 Jupiters,7.63,2018,1.9 years,0.16
530,HD 148156 b,187,0.85 Jupiters,7.689,2009,2.8 years,0.52
531,HD 148164 b,252,1.23 Jupiters,8.23,2018,328.6 days,0.59
532,HD 148164 c,252,5.16 Jupiters,8.23,2018,13.9 years,0.13
533,HD 148284 b,397,33.7 Jupiters,9.01,2018,339.3 days,0.39
534,HD 148427 b,233,1.3 Jupiters,6.895,2009,331.5 days,0.16
535,HD 149026 b,248,0.38 Jupiters,8.15,2005,2.9 days,0.0
536,HD 149143 b,240,1.33 Jupiters,7.89,2005,4.1 days,0.02
537,HD 1502 b,626,2.75 Jupiters,8.36,2011,428.5 days,0.03
538,HD 150706 b,92,2.71 Jupiters,7.02,2012,16.1 years,0.38
539,HD 152079 b,287,2.661 Jupiters,9.182,2009,8 years,0.53
540,HD 152581 b,543,1.869 Jupiters,8.38,2011,1.9 years,0.04
541,HD 15337 b,146,7.51 Earths,9.088,2019,4.8 days,0.09
542,HD 15337 c,146,8.11 Earths,9.088,2019,17.2 days,0.05
543,HD 153950 b,158,2.95 Jupiters,7.39,2008,499.4 days,0.34
544,HD 154345 b,60,0.82 Jupiters,6.76,2006,9.2 years,0.04
545,HD 154672 b,206,5.37 Jupiters,8.21,2008,163.9 days,0.61
546,HD 154857 b,207,2.45 Jupiters,7.238,2004,408.6 days,0.46
547,HD 154857 c,207,2.58 Jupiters,7.238,2014,9.5 years,0.06
548,HD 155233 b,245,2.6 Jupiters,6.818,2015,2.2 years,0.04
549,HD 155358 b,142,0.99 Jupiters,7.27,2007,194.3 days,0.17
550,HD 155358 c,142,0.82 Jupiters,7.27,2007,391.9 days,0.16
551,HD 156279 b,118,9.88 Jupiters,8.1,2011,131.1 days,0.71
552,HD 156279 c,118,8.6 Jupiters,8.1,2018,11.5 years,0.23
553,HD 156411 b,186,0.74 Jupiters,6.673,2009,2.3 years,0.22
554,HD 156668 b,79,4.15 Earths,8.42,2010,4.6 days,0.0
555,HD 156846 b,156,10.67 Jupiters,6.506,2007,359.5 days,0.85
556,HD 158038 b,310,1.53 Jupiters,7.64,2011,1.4 years,0.29
557,HD 158259 b,88,2.22 Earths,6.46,2020,2.2 days,0.0
558,HD 158259 c,88,5.6 Earths,6.46,2020,3.4 days,0.0
559,HD 158259 d,88,5.41 Earths,6.46,2020,5.2 days,0.0
560,HD 158259 e,88,6.08 Earths,6.46,2020,8 days,0.0
561,HD 158259 f,88,6.14 Earths,6.46,2020,12 days,0.0
562,HD 158996 b,933,14 Jupiters,5.706,2018,2.2 years,0.13
563,HD 159243 b,240,1.13 Jupiters,8.646,2013,12.6 days,0.02
564,HD 159243 c,240,1.9 Jupiters,8.646,2013,248.4 days,0.08
565,HD 159868 b,182,2.218 Jupiters,7.24,2006,3.2 years,0.02
566,HD 159868 c,182,0.768 Jupiters,7.24,2012,351 days,0.18
567,HD 1605 b,290,0.934 Jupiters,7.52,2015,1.6 years,0.1
568,HD 1605 c,290,3.62 Jupiters,7.52,2015,5.9 years,0.1
569,HD 160691 b,51,1.676 Jupiters,5.15,2000,1.8 years,0.13
570,HD 160691 c,51,1.814 Jupiters,5.15,2004,11.5 years,0.1
571,HD 160691 d,51,10.5547 Earths,5.15,2004,9.6 days,0.17
572,HD 160691 e,51,0.5219 Jupiters,5.15,2006,310.6 days,0.07
573,HD 16141 b,123,0.26 Jupiters,6.83,2000,75.5 days,0.25
574,HD 16175 b,196,5.1 Jupiters,7.282,2009,2.7 years,0.6
575,HD 162020 b,101,9.84 Jupiters,9.1,2002,8.4 days,0.28
576,HD 163607 b,222,0.7836 Jupiters,8,2010,75.2 days,0.74
577,HD 163607 c,222,2.201 Jupiters,8,2010,3.5 years,0.08
578,HD 16417 b,83,22.1 Earths,5.78,2008,17.2 days,0.2
579,HD 164509 b,174,0.443 Jupiters,8.1,2010,280.2 days,0.24
580,HD 164595 b,92,16.14 Earths,7.1,2015,40 days,0.09
581,HD 164604 b,129,1.99792 Jupiters,9.7,2009,1.8 years,0.35
582,HD 164922 b,72,0.36497 Jupiters,6.99,2005,3.3 years,0.08
583,HD 164922 c,72,13 Earths,6.99,2016,75.7 days,0.12
584,HD 164922 d,72,4 Earths,6.99,2020,12.5 days,0.12
585,HD 165155 b,207,2.89 Jupiters,9.36,2016,434.5 days,0.2
586,HD 1666 b,386,6.43 Jupiters,8.17,2015,270 days,0.63
587,HD 166724 b,147,3.53 Jupiters,9.344,2012,14.1 years,0.73
588,HD 167042 b,162,1.7 Jupiters,5.94,2007,420.8 days,0.09
589,HD 168443 b,129,7.659 Jupiters,6.917,1998,58.1 days,0.53
590,HD 168443 c,129,17.193 Jupiters,6.917,2000,4.8 years,0.21
591,HD 168746 b,136,0.27 Jupiters,7.946,2002,6.4 days,0.11
592,HD 1690 b,2510,8.79 Jupiters,9.17,2010,1.5 years,0.64
593,HD 169830 b,123,2.88 Jupiters,5.902,2000,225.6 days,0.31
594,HD 169830 c,123,4.04 Jupiters,5.902,2003,5.8 years,0.33
595,HD 170469 b,197,0.66 Jupiters,8.21,2007,3.1 years,0.11
596,HD 17092 b,750,10.13 Jupiters,7.732,2007,359.9 days,0.17
597,HD 171028 b,365,2.62 Jupiters,8.31,2007,1.5 years,0.59
598,HD 171238 b,146,2.72 Jupiters,8.61,2009,4.2 years,0.23
599,HD 17156 b,255,3.51 Jupiters,8.172,2007,21.2 days,0.68
600,HD 173416 b,433,2.7 Jupiters,6.057,2008,323.6 days,0.21
601,HD 175167 b,232,8.97 Jupiters,8.01,2009,3.5 years,0.54
602,HD 175541 b,424,0.598 Jupiters,8.02,2007,298.4 days,0.11
603,HD 175607 b,132,8.98 Earths,8.61,2015,29 days,0.11
604,HD 17674 b,145,0.87 Jupiters,7.56,2017,1.7 years,< 0.13
605,HD 176986 b,91,5.74 Earths,8.42,2017,6.5 days,0.07
606,HD 176986 c,91,9.18 Earths,8.42,2017,16.8 days,0.11
607,HD 177565 b,55,15.1 Earths,6.16,2017,44.5 days,0.06
608,HD 177830 b,205,1.69 Jupiters,7.177,1999,410.1 days,0.1
609,HD 177830 c,205,0.15 Jupiters,7.177,2010,110.9 days,0.3
610,HD 178911 B b,134,8.03 Jupiters,7.792,2001,71.5 days,0.11
611,HD 179079 b,228,25.74423 Earths,7.95,2008,14.5 days,0.05
612,HD 179949 b,90,0.916 Jupiters,6.25,2000,3.1 days,0.02
613,HD 180053 b,449,2.194 Jupiters,7.93,2018,213.7 days,0.08
614,HD 18015 b,405,3.18 Jupiters,7.89,2018,6.2 years,0.15
615,HD 180314 b,401,20.13 Jupiters,6.608,2010,396 days,0.26
616,HD 180617 b,19,12.2 Earths,9.12,2018,105.9 days,0.16
617,HD 180902 b,342,1.685 Jupiters,7.78,2009,1.4 years,0.11
618,HD 181234 b,156,8.37 Jupiters,8.59,2019,20.4 years,0.73
619,HD 181342 b,394,2.54 Jupiters,7.55,2009,1.5 years,0.02
620,HD 181433 b,88,6.3566 Earths,8.4,2008,9.4 days,0.4
621,HD 181433 c,88,0.64 Jupiters,8.4,2008,2.6 years,0.28
622,HD 181433 d,88,0.54 Jupiters,8.4,2008,6 years,0.48
623,HD 181720 b,197,0.4 Jupiters,7.849,2009,2.6 years,0.26
624,HD 183263 b,177,3.95 Jupiters,7.861,2004,1.7 years,0.36
625,HD 183263 c,177,3.57 Jupiters,7.861,2008,8.4 years,0.24
626,HD 185269 b,170,1.01 Jupiters,6.67,2006,6.8 days,0.23
627,HD 187085 b,150,0.836 Jupiters,7.225,2006,2.8 years,0.25
628,HD 187123 b,150,0.523 Jupiters,7.832,1998,3.1 days,0.01
629,HD 187123 c,150,1.99 Jupiters,7.832,2008,10.4 years,0.25
630,HD 18742 b,533,3.4 Jupiters,7.81,2011,2.1 years,0.04
631,HD 188015 b,166,1.5 Jupiters,8.234,2004,461.2 days,0.14
632,HD 189733 b,65,1.13 Jupiters,7.67,2005,2.2 days,0.0
633,HD 190360 b,52,1.54 Jupiters,5.73,2003,8 years,0.31
634,HD 190360 c,52,19.069 Earths,5.73,2005,17.1 days,0.24
635,HD 190647 b,178,1.985 Jupiters,7.779,2007,3.2 years,0.22
636,HD 190984 b,485,3.1 Jupiters,8.76,2009,13.4 years,0.57
637,HD 191806 b,215,8.52 Jupiters,8.084,2016,4.4 years,0.26
638,HD 191939 b,174,11.6 Earths,8.963,2020,8.9 days,0.0
639,HD 191939 c,174,10.5 Earths,8.963,2020,28.6 days,0.0
640,HD 191939 d,174,10.1 Earths,8.963,2020,38.4 days,0.0
641,HD 192263 b,64,0.56 Jupiters,7.79,1999,24.4 days,0.05
642,HD 192310 b,29,16.9 Earths,5.73,2011,74.7 days,0.13
643,HD 192310 c,29,24 Earths,5.73,2011,1.4 years,0.32
644,HD 192699 b,235,2.096 Jupiters,6.44,2007,340.9 days,0.08
645,HD 195019 b,123,3.98 Jupiters,6.87,1998,18.2 days,0.01
646,HD 196050 b,166,3.18 Jupiters,7.5,2002,3.8 years,0.23
647,HD 196067 b,130,6.9 Jupiters,6.03,2012,10 years,0.66
648,HD 196885 A b,112,2.58 Jupiters,6.398,2007,3.7 years,0.48
649,HD 197037 b,108,0.79 Jupiters,6.809,2012,2.8 years,0.22
650,HD 19994 b,74,1.37 Jupiters,5.06,2003,466.2 days,0.06
651,HD 20003 b,143,11.66 Earths,8.39,2019,11.8 days,0.36
652,HD 20003 c,143,14.44 Earths,8.39,2019,33.9 days,0.1
653,HD 200964 b,237,1.599 Jupiters,6.48,2010,1.7 years,0.09
654,HD 200964 c,237,1.214 Jupiters,6.48,2010,2.3 years,0.24
655,HD 202206 c,150,17.9 Jupiters,8.08,2004,3.5 years,0.22
656,HD 202696 b,618,1.996 Jupiters,8.23,2019,1.4 years,0.01
657,HD 202696 c,618,1.864 Jupiters,8.23,2019,2.6 years,0.03
658,HD 202772 A b,480,1.017 Jupiters,8.227,2019,3.3 days,0.04
659,HD 203030 b,128,24.09 Jupiters,8.425,2006,Infinity years,0.0
660,HD 203473 b,237,7.8 Jupiters,8.23,2018,4.3 years,0.29
661,HD 2039 b,280,6.29 Jupiters,9,2002,3.1 years,0.71
662,HD 204313 b,156,3.46 Jupiters,7.99,2010,5.3 years,0.23
663,HD 204313 c,156,17.6 Earths,7.99,2015,34.9 days,0.16
664,HD 204941 b,94,0.23 Jupiters,8.45,2011,4.7 years,0.37
665,HD 205739 b,303,1.37 Jupiters,8.56,2008,279.8 days,0.27
666,HD 206255 b,246,34.2 Earths,7.618,2019,96 days,0.23
667,HD 206610 b,482,2.036 Jupiters,8.34,2009,1.8 years,0.1
668,HD 20781 b,115,1.93 Earths,8.48,2019,5.3 days,0.1
669,HD 20781 c,115,5.33 Earths,8.48,2019,13.9 days,0.09
670,HD 20781 d,115,10.61 Earths,8.48,2019,29.2 days,0.11
671,HD 20781 e,115,14.03 Earths,8.48,2019,85.5 days,0.06
672,HD 20782 b,117,1.4878 Jupiters,7.4,2006,1.6 years,0.95
673,HD 207832 b,193,0.56 Jupiters,8.78,2012,160.1 days,0.2
674,HD 207832 c,193,0.73 Jupiters,8.78,2012,3.2 years,0.27
675,HD 20794 b,20,2.7 Earths,4.27,2011,18.3 days,0.0
676,HD 20794 c,20,2.4 Earths,4.27,2011,40.1 days,0.0
677,HD 20794 d,20,4.8 Earths,4.27,2011,90.3 days,0.0
678,HD 20794 e,20,4.77 Earths,4.27,2017,147 days,0.29
679,HD 208487 b,144,0.52 Jupiters,7.471,2004,130.1 days,0.24
680,HD 208527 b,1026,9.9 Jupiters,6.4,2012,2.4 years,0.08
681,HD 20868 b,156,1.25 Jupiters,9.92,2008,380.9 days,0.75
682,HD 208897 b,211,1.4 Jupiters,6.51,2017,352.7 days,0.07
683,HD 209458 b,158,0.73 Jupiters,7.632,1999,3.5 days,0.0
684,HD 210193 b,138,0.4817 Jupiters,7.823,2019,1.8 years,0.24
685,HD 210277 b,70,1.29 Jupiters,6.53,1998,442.2 days,0.48
686,HD 210702 b,177,1.808 Jupiters,5.93,2007,354.1 days,0.03
687,HD 211810 b,211,0.67 Jupiters,8.59,2018,4.3 years,0.68
688,HD 211970 b,42,13 Earths,8.99,2019,25.2 days,0.15
689,HD 212301 b,177,0.51 Jupiters,7.764,2005,2.2 days,0.0
690,HD 212771 b,364,2.39 Jupiters,7.6,2009,380.7 days,0.08
691,HD 213240 b,133,5.58 Jupiters,6.814,2001,2.4 years,0.42
692,HD 213885 b,156,8.83 Earths,7.996,2019,1 days,0.0
693,HD 213885 c,156,19.95 Earths,7.996,2019,4.8 days,0.0
694,HD 21411 b,95,0.20734 Jupiters,7.885,2019,84.3 days,0.4
695,HD 214823 b,332,20.3 Jupiters,8.06,2016,5.1 years,0.16
696,HD 215152 b,70,1.819 Earths,8.11,2018,5.8 days,0.0
697,HD 215152 c,70,1.72 Earths,8.11,2018,7.3 days,0.0
698,HD 215152 d,70,2.801 Earths,8.11,2018,10.9 days,0.0
699,HD 215152 e,70,2.877 Earths,8.11,2018,25.2 days,0.0
700,HD 215497 b,132,6.3566 Earths,8.96,2009,3.9 days,0.16
701,HD 215497 c,132,0.33 Jupiters,8.96,2009,1.6 years,0.49
702,HD 216435 b,108,1.26 Jupiters,6.03,2002,3.6 years,0.07
703,HD 216437 b,87,2.223 Jupiters,6.057,2002,3.7 years,0.32
704,HD 216536 b,1241,1.05 Jupiters,9.23,2015,148.6 days,0.38
705,HD 216770 b,120,0.57 Jupiters,8.094,2003,118.5 days,0.37
706,HD 21693 b,106,8.23 Earths,7.95,2019,22.7 days,0.12
707,HD 21693 c,106,17.37 Earths,7.95,2019,53.7 days,0.07
708,HD 217107 b,65,1.3 Jupiters,6.16,1998,7.1 days,0.13
